"","Accession name","CUAL","LNGS","PTLC","DSTA","LFRT","LBTEF","CBTR","NMLB","ANGB","CUAL9M","LVC9M","TNPR9M","PL9M","STRP","STRC","PSTR","NMSR","TTRN","TFWSR","TTRW","TFWSS","TTSW","TTPW","AVPW","ARSR","SRDM"
"1741","TMe-3412","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","3","White","3","150-300","Dark green","Green purple","4","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",15,3.75,5,1.25,3,0.75,8,2,5,39
"1742","TMe-3415","Green purple","Short","Green purple","Top part","50-75% leaf retention","4","Cream","3","150-300","Green purple","Green purple","4","Medium (15-20cm)","Short","Present","Irregular",55,13.75,8.4,2.1,17,4.25,25.4,6.35,1,41.8
"1743","TMe-3416","Green purple","Short","Green purple","Central part","50-75% leaf retention","4","White","3","150-300","Green purple","Green purple","2","Long (25-30cm)","Short","Present","Tending toward horizontal",9,4.5,4.8,2.4,9.2,4.6,14,7,0,36.3
"1744","TMe-3417","Green purple","Short","Green purple","Top part","25-50% leaf retention","4","White","3","150-300","Green purple","Green purple","4","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",13,6.5,1,0.5,2.2,1.1,3.2,1.6,0,40.4
"1745","TMe-3418","Green purple","Short","Green purple","Central part","25-50% leaf retention","4","White","3","450-600","Green purple","Green purple","4","Medium (15-20cm)","Long","Present","Tending toward horizontal",20,5,4.8,1.2,6.4,1.6,11.2,2.8,0,41.2
"1746","TMe-3419","Purple","Long","Green purple","Top part","25-50% leaf retention","3","White","3","150-300","Green purple","Green purple","4","Medium (15-20cm)","Short","Absent","Tending toward horizontal",13,3.25,5,1.25,7.8,1.95,12.8,3.2,0,40.3
"1747","TMe-3422","Light green","Short","Purple","Totally pigmented","50-75% leaf retention","2","White","5","450-600","Dark green","Green purple","4","Long (25-30cm)","Short","Present","Tending toward horizontal",9,4.5,3,1.5,4.4,2.2,7.4,3.7,3,27.3
"1748","TMe-3423","Green purple","Long","Green purple","Central part","25-50% leaf retention","3","Cream","3","150-300","Green purple","Light green","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",13,4.333333,2.8,0.9333333,2.2,0.7333333,5,1.666667,0,29.8
"1749","TMe-3424","Green purple","Long","Green purple","Central part","50-75% leaf retention","4","White","3","450-600","Green purple","Light green","5","Medium (15-20cm)","Intermediate","Present","Irregular",12,3,7.8,1.95,14.4,3.6,22.2,5.55,4,37.9
"1750","TMe-3425","Green purple","Medium","Green purple","Top part","50-75% leaf retention","4","White","3","150-300","Purple","Green purple","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",16,5.333333,6.4,2.133333,11.4,3.8,17.8,5.933333,3,42.1
"1751","TMe-3427","Dark green","Short","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Dark green","Dark green","4","Long (25-30cm)","Short","Present","Tending toward horizontal",9,3,2.8,0.9333333,5,1.666667,7.8,2.6,0,39.6
"1752","TMe-3429","Green purple","Medium","Green purple","Top part","50-75% leaf retention","4","White","3","450-600","Purple","Dark green","4","Medium (15-20cm)","Short","Present","Tending toward horizontal",15,5,6.8,2.266667,9.2,3.066667,16,5.333333,4,43.7
"1753","TMe-3433","Dark green","Long","Green purple","Central part","<100% leaf retention","0","White","1","150-300","Dark green","Light green","1","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",2,2,0.6,0.6,0.8,0.8,1.4,1.4,0,40
"1754","TMe-3434","Dark green","Long","Purple","Totally pigmented","50-75% leaf retention","1","White","1","150-300","Dark green","Green purple","5","Long (25-30cm)","Short","Present","Tending toward horizontal",18,4.5,1,0.25,0.8,0.2,1.8,0.45,4,36.2
"1756","TMe-3437","Dark green","Short","Light green","Absent","50-75% leaf retention","3","Cream","2","150-300","Green purple","Dark green","2","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",5,1.25,0.8,0.2,0.4,0.1,1.2,0.3,0,37.5
"1757","TMe-3438","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","2","White","1","150-300","Dark green","Green purple","2","Medium (15-20cm)","Short","Absent","Tending toward horizontal",2,1,2.2,1.1,2,1,4.2,2.1,1,39.8
"1758","TMe-3441","Green purple","Medium","Green purple","Top part","50-75% leaf retention","3","White","3","450-600","Green purple","Green purple","5","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",11,3.666667,2.4,0.8,1.8,0.6,4.2,1.4,4,39.7
"1759","TMe-3443","Green purple","Short","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Green purple","Green purple","2","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",3,1.5,1.2,0.6,1.4,0.7,2.6,1.3,0,42.2
"1760","TMe-3445","Light green","Short","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Absent","Irregular",28,7,6.2,1.55,6,1.5,12.2,3.05,2,40.2
"1761","TMe-3451","Dark green","Short","Purple","Totally pigmented","25-50% leaf retention","1","Cream","1","150-300","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",7,2.333333,5,1.666667,1.2,0.4,6.2,2.066667,6,40.3
"1762","TMe-3454","Dark green","Long","Purple","Totally pigmented","50-75% leaf retention","2","White","3","150-300","Dark green","Green purple","4","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",12,3,2.8,0.7,5.4,1.35,8.2,2.05,0,38
"1763","TMe-3457","Green purple","Short","Green purple","Central part","50-75% leaf retention","2","White","2","450-600","Dark green","Dark green","5","Long (25-30cm)","Short","Present","Irregular",20,6.666667,7,2.333333,4,1.333333,11,3.666667,6,43.6
"1764","TMe-3460","Dark green","Medium","Green purple","Central part","25-50% leaf retention","2","White","3","150-300","Green purple","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",13,4.333333,8.9,2.966667,18.2,6.066667,27.1,9.033333,3,38.1
"1765","TMe-3461","Green purple","Medium","Green purple","Top part","50-75% leaf retention","3","White","3","150-300","Green purple","Light green","5","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",18,4.5,7,1.75,10,2.5,17,4.25,4,34.1
"1768","TMe-3471","Dark green","Short","Green purple","Central part","50-75% leaf retention","4","White","3","450-600","Dark green","Green purple","3","Medium (15-20cm)","Intermediate","Present","Irregular",18,9,4.2,2.1,14.8,7.4,19,9.5,2,29.8
"1769","TMe-3475","Dark green","Short","Light green","Absent","50-75% leaf retention","4","White","3","150-300","Dark green","Light green","4","Long (25-30cm)","Intermediate","Present","Irregular",14,4.666667,16.2,5.4,15.1,5.033333,31.3,10.43333,2,39.6
"1770","TMe-3480","Light green","Short","Green purple","Central part","50-75% leaf retention","2","Cream","1","150-300","Dark green","Green purple","4","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",3,0.75,2.2,0.55,1.8,0.45,4,1,1,37
"1771","TMe-3485","Green purple","Long","Green purple","Top part","25-50% leaf retention","4","Yellow","3","150-300","Green purple","Green purple","1","Long (25-30cm)","Short","Present","Tending toward horizontal",4,4,6.4,6.4,7.2,7.2,13.6,13.6,1,36.8
"1773","TMe-3488","Purple","Short","Green purple","Central part","25-50% leaf retention","3","White","2","150-300","Green purple","Light green","5","Medium (15-20cm)","Absent","Present","Tending toward horizontal",4,2,2,1,2.3,1.15,4.3,2.15,1,36.4
"1776","TMe-3494","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","1","White","3","150-300","Dark green","Green purple","5","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",10,3.333333,10,3.333333,5.6,1.866667,15.6,5.2,0,36.4
"1777","TMe-3495","Green purple","Long","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","4","Long (25-30cm)","Short","Present","Tending toward horizontal",6,2,5.1,1.7,1.4,0.4666667,6.5,2.166667,0,41.1
"1778","TMe-3496","Green purple","Medium","Green purple","Central part","25-50% leaf retention","3","White","3","150-300","Green purple","Green purple","1","Long (25-30cm)","Absent","Absent","Tending toward horizontal",10,10,1.2,1.2,0.8,0.8,2,2,1,37.2
"1779","TMe-3498","Dark green","Medium","Green purple","Central part","<100% leaf retention","0","White","0","No branching","Dark green","Green purple","1","Long (25-30cm)","Short","Present","Tending toward horizontal",7,3.5,7,3.5,2.6,1.3,9.6,4.8,3,43.6
"1780","TMe-3499","Dark green","Medium","Green purple","Central part","25-50% leaf retention","2","Cream","3","150-300","Green purple","Dark green","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",8,2.666667,9,3,3,1,12,4,4,37.4
"1783","TMe-3511","Purple","Long","Purple","Totally pigmented","50-75% leaf retention","4","Cream","3","450-600","Dark green","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",8,4,9.4,4.7,6.4,3.2,15.8,7.9,0,41.6
"1786","TMe-3514","Purple","Long","Green purple","Top part","50-75% leaf retention","2","White","1","150-300","Green purple","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",13,3.25,1.2,0.3,0.6,0.15,1.8,0.45,3,35.2
"1787","TMe-3515","Purple","Medium","Green purple","Top part","50-75% leaf retention","3","White","3","450-600","Dark green","Green purple","3","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",10,2.5,8.6,2.15,7.8,1.95,16.4,4.1,1,40.6
"1789","TMe-3518","Green purple","Long","Green purple","Central part","25-50% leaf retention","3","White","2","150-300","Dark green","Light green","4","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",5,2.5,1,0.5,0.8,0.4,1.8,0.9,2,38.2
"1790","TMe-3521","Light green","Long","Green purple","Central part","50-75% leaf retention","2","White","2","150-300","Dark green","Green purple","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",17,4.25,5,1.25,3,0.75,8,2,7,39
"1792","TMe-3527","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","1","Cream","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Absent","Irregular",21,5.25,6.6,1.65,13.8,3.45,20.4,5.1,3,37.5
"1793","TMe-3530","Purple","Long","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Green purple","Light green","3","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",9,3,6.8,2.266667,8.2,2.733333,15,5,3,35
"1794","TMe-3531","Green purple","Long","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Dark green","Green purple","2","Medium (15-20cm)","Short","Absent","Tending toward horizontal",2,1,0.6,0.3,0.8,0.4,1.4,0.7,0,22.2
"1795","TMe-3533","Dark green","Short","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Dark green","Dark green","2","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",5,2.5,0.8,0.4,1,0.5,1.8,0.9,0,26.4
"1796","TMe-3534","Purple","Short","Green purple","Central part","25-50% leaf retention","0","Cream","3","150-300","Dark green","Green purple","4","Long (25-30cm)","Short","Present","Tending toward horizontal",10,2.5,2.8,0.7,5,1.25,7.8,1.95,2,37.8
"1797","TMe-3535","Light green","Long","Purple","Totally pigmented","25-50% leaf retention","3","White","3","150-300","Dark green","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",9,3,3.8,1.266667,5,1.666667,8.8,2.933333,1,34.1
"1798","TMe-3537","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","1","Cream","1","150-300","Dark green","Green purple","4","Medium (15-20cm)","Absent","Absent","Irregular",8,4,3.2,1.6,2.2,1.1,5.4,2.7,5,34.5
"1799","TMe-3539","Purple","Long","Green purple","Top part","25-50% leaf retention","4","White","3","150-300","Purple","Green purple","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",24,4.8,8.2,1.64,19,3.8,27.2,5.44,3,35.7
"1800","TMe-3541","Dark green","Short","Purple","Totally pigmented","50-75% leaf retention","2","White","3","150-300","Dark green","Green purple","5","Long (25-30cm)","Short","Absent","Irregular",18,4.5,6.8,1.7,13,3.25,19.8,4.95,1,32.7
"1801","TMe-3544","Light green","Short","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","2","Medium (15-20cm)","Short","Absent","Tending toward horizontal",3,3,1,1,1.6,1.6,2.6,2.6,2,38
"1802","TMe-3547","Green purple","Long","Green purple","Central part","25-50% leaf retention","0","Yellow","0","No branching","Green purple","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",5,5,7,7,2,2,9,9,1,38.6
"1803","TMe-3548","Green purple","Long","Green purple","Central part","25-50% leaf retention","3","Cream","1","150-300","Dark green","Green purple","4","Long (25-30cm)","Short","Absent","Tending toward horizontal",5,1.25,1.6,0.4,1,0.25,2.6,0.65,2,34.3
"1804","TMe-3551","Purple","Short","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Green purple","Green purple","5","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",8,2,1.4,0.35,1,0.25,2.4,0.6,3,34.4
"1805","TMe-3556","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Green purple","Green purple","3","Long (25-30cm)","Short","Absent","Tending toward horizontal",11,3.666667,9.2,3.066667,8.8,2.933333,18,6,2,33.4
"1806","TMe-3558","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","3","White","3","150-300","Dark green","Green purple","2","Long (25-30cm)","Long","Present","Tending toward horizontal",5,5,0.2,0.2,0.4,0.4,0.6,0.6,0,31
"1809","TMe-3562","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","2","White","2","150-300","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",8,2.666667,2,0.6666667,3.2,1.066667,5.2,1.733333,3,40
"1810","TMe-3564","Dark green","Medium","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Dark green","Green purple","5","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",3,0.75,10.6,2.65,2.8,0.7,13.4,3.35,0,42.2
"1811","TMe-3565","Purple","Long","Purple","Totally pigmented","50-75% leaf retention","1","White","0","No branching","Green purple","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",7,7,7.2,7.2,7,7,14.2,14.2,1,40
"1812","TMe-3568","Light green","Short","Purple","Totally pigmented","50-75% leaf retention","2","Cream","3","150-300","Dark green","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",5,1.666667,7.2,2.4,3.8,1.266667,11,3.666667,0,35
"1813","TMe-3569","Purple","Medium","Purple","Totally pigmented","25-50% leaf retention","0","White","0","No branching","Dark green","Green purple","1","Long (25-30cm)","Short","Absent","Tending toward horizontal",2,2,3,3,4.6,4.6,7.6,7.6,0,42
"1814","TMe-3571","Green purple","Short","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Dark green","Green purple","1","Long (25-30cm)","Short","Absent","Tending toward horizontal",2,1,1,0.5,0.8,0.4,1.8,0.9,0,37.3
"1815","TMe-3572","Light green","Short","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","5","Medium (15-20cm)","Short","Absent","Tending toward horizontal",3,1,1.2,0.4,0.8,0.2666667,2,0.6666667,0,32.3
"1816","TMe-3575","Dark green","Short","Purple","Totally pigmented","25-50% leaf retention","1","Cream","0","No branching","Dark green","Green purple","4","Long (25-30cm)","Long","Present","Tending toward horizontal",3,1.5,1.2,0.6,0.8,0.4,2,1,0,27.6
"1817","TMe-3577","Green purple","Short","Green purple","Central part","50-75% leaf retention","2","White","3","450-600","Dark green","Green purple","1","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",8,4,2.4,1.2,3.4,1.7,5.8,2.9,1,40.3
"1819","TMe-3585","Purple","Short","Purple","Totally pigmented","50-75% leaf retention","0","White","3","150-300","Green purple","Green purple","4","Long (25-30cm)","Short","Present","Tending toward horizontal",8,2.666667,12.8,4.266667,7.8,2.6,20.6,6.866667,0,36
